ID,ZIP Code,Personal Loan,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard
1234,93943,0,53,29,22,2,0.4,1,0,0,0,1,0
1235,90405,0,44,18,33,3,1.5,1,0,0,0,1,1
1236,94110,0,54,28,60,4,2.6,3,0,0,0,0,0
1237,95762,0,31,6,81,4,2.2,2,116,0,0,1,0
1238,92093,1,38,13,169,1,6.8,3,0,0,1,1,1
1239,91116,0,28,2,63,2,1.6,3,0,0,0,1,0
1240,90245,0,51,26,12,2,0.7,3,109,0,0,1,1
1241,91320,0,52,27,15,4,0.8,1,101,0,0,0,0
1242,92120,0,64,38,39,1,0.5,3,0,1,1,1,1
1243,91380,0,29,4,44,4,2,2,0,0,0,1,0
1244,92697,0,34,10,110,1,4,1,0,0,0,1,0
1245,94720,1,33,8,130,3,6.3,2,99,0,0,0,1
1246,94025,0,46,21,41,1,1.4,3,128,0,0,1,0
1247,91775,0,48,22,59,1,1.4,3,241,0,0,1,0
1248,94606,0,52,28,39,2,0.8,1,0,0,0,1,0
1249,94305,0,44,19,35,4,0,2,0,0,0,1,0
1250,90032,0,51,27,80,1,2.6,2,0,0,0,1,1
1251,94301,0,47,20,81,1,2.67,2,0,0,0,1,0
1252,95120,0,39,13,31,2,0.8,3,0,0,0,0,0
1253,92182,0,42,17,93,4,1.9,3,0,0,0,0,0
1254,92346,0,57,33,45,4,1.5,1,204,0,0,1,0
1255,91101,0,36,12,40,2,0.6,3,0,0,0,1,1
1256,95354,0,27,1,80,2,1.6,3,185,0,0,1,1
1257,92115,0,31,7,20,1,0.4,3,0,0,0,1,0
1258,93014,0,63,37,41,1,0.5,3,0,0,0,0,1
1259,91203,0,34,8,31,1,0.3,1,104,0,0,1,1
1260,95616,0,52,27,35,4,0.2,2,0,0,0,1,0
1261,91107,0,57,31,40,3,1.4,3,137,0,0,1,1
1262,94901,0,63,39,84,1,1.8,3,0,0,0,0,0
1263,94720,0,26,1,53,2,1.6,3,0,0,0,1,0
1264,92870,0,35,5,85,4,4,3,0,0,0,1,0
1265,94546,0,58,33,138,2,3.9,1,0,0,0,1,0
1266,95014,0,32,2,71,2,1.75,3,108,0,0,0,0
1267,92121,0,64,39,113,1,0.8,3,0,0,0,0,1
1268,94720,0,50,23,23,2,1,2,0,1,0,0,0
1269,92677,0,34,9,62,3,2.3,1,0,0,0,0,0
1270,92673,0,36,11,14,4,0.2,3,100,0,0,1,1
1271,91311,0,43,18,60,2,2.2,3,0,0,0,0,1
1272,92115,0,28,4,94,3,0.8,1,236,0,0,1,0
1273,95616,0,64,39,83,3,1.8,2,0,0,0,1,0
1274,95741,1,60,35,130,3,6.3,3,437,0,1,1,1
1275,93117,0,62,37,61,4,1.7,1,0,0,0,0,0
1276,95616,0,27,2,92,2,3.1,1,178,0,0,1,0
1277,95351,0,42,16,20,2,0.8,3,117,0,0,1,1
1278,92110,0,45,20,194,2,8.8,1,428,0,0,0,0
1279,94305,0,36,10,74,1,2.5,1,0,0,0,0,1
1280,90024,0,48,22,84,2,0.4,3,145,0,0,0,0
1281,95064,0,65,40,98,3,1.8,2,333,0,0,0,0
1282,92093,0,39,15,52,3,2.33,1,0,0,0,1,0
1283,93955,0,51,26,55,1,1.3,2,236,0,0,0,1
1284,94305,0,30,6,64,4,3.4,1,117,0,0,0,0
1285,90740,0,65,40,128,1,2.5,1,162,0,0,1,0
1286,94720,1,38,13,113,4,1.7,2,0,0,0,0,1
1287,94010,0,29,3,50,3,1.1,2,0,0,0,0,1
1288,94010,0,42,18,54,4,2.2,2,0,0,0,0,0
1289,91326,0,63,38,129,1,0.9,1,366,0,0,1,0
1290,94523,0,46,21,82,4,0.4,1,0,0,0,0,0
1291,90277,0,62,38,100,4,1.7,2,0,0,0,1,0
1292,94111,0,58,34,44,4,2.2,1,0,1,0,0,0
1293,94610,1,56,30,164,4,0.5,2,234,0,1,1,1
1294,92373,0,56,31,81,2,3.7,1,121,0,0,1,1
1295,95003,0,34,10,71,1,0.1,1,257,0,0,1,1
1296,92866,0,42,17,28,1,0.5,3,90,0,0,0,0
1297,92399,0,30,6,80,3,1.5,1,219,0,0,1,0
1298,95814,0,61,35,90,4,1.9,2,0,0,0,1,0
1299,90274,0,38,14,74,1,3.6,2,0,0,0,1,1
1300,95762,0,50,25,14,2,0.7,3,0,1,0,1,0
1301,91754,0,61,36,23,2,0.5,2,103,0,0,1,0
1302,92121,0,41,17,153,1,1.7,1,337,0,0,0,1
1303,94087,0,42,16,38,3,0.9,3,0,0,0,0,0
1304,94720,0,29,5,112,2,2,2,382,1,0,0,0
1305,90025,0,51,26,145,1,8.1,1,397,0,0,0,1
1306,94025,0,32,6,28,2,0.3,2,88,0,0,1,0
1307,94115,0,34,9,31,4,1.1,3,0,0,0,1,1
1308,94546,0,26,2,195,1,6.33,1,0,0,0,1,1
1309,92037,0,54,24,50,3,2,3,0,0,0,1,1
1310,95136,0,38,14,71,4,2,3,0,0,0,0,0
1311,95616,0,62,36,21,3,0.3,3,0,0,0,0,0
1312,90044,0,37,11,35,2,0.8,3,125,0,0,0,0
1313,92691,0,46,21,42,1,2.4,1,0,0,0,1,1
1314,92008,0,52,27,78,4,3.6,3,141,0,0,1,0
1315,94305,0,32,6,73,4,2.2,2,0,0,0,0,0
1316,95134,0,49,25,53,2,1,3,181,0,0,0,0
1317,94086,0,28,3,51,2,1.6,3,123,0,0,0,0
1318,95521,0,55,30,40,2,2.3,3,0,0,0,1,0
1319,94234,0,52,26,178,1,1,1,0,0,0,0,0
1320,94005,0,32,6,35,2,0.3,1,0,0,0,0,1
1321,90250,1,31,7,192,1,0,2,0,0,0,1,0
1322,95138,0,27,3,123,1,5.4,1,0,0,0,0,0
1323,94022,0,32,5,48,2,1.67,2,0,1,1,1,1
1324,91604,0,52,26,45,3,0.6,2,0,0,0,0,0
1325,95064,0,52,28,15,1,0.2,1,0,0,0,1,0
1326,94304,0,50,24,79,1,0.3,1,120,0,0,1,0
1327,90024,0,32,5,63,4,2,2,0,1,0,1,0
1328,94720,0,61,35,30,2,0.2,3,0,0,0,1,0
1329,95616,1,60,36,145,4,6.9,1,380,0,0,0,1
1330,90095,0,28,4,32,3,1,2,0,0,0,0,0
1331,92346,0,34,9,64,2,0.1,1,224,0,0,1,1
1332,92692,0,31,7,84,1,0.1,1,0,0,0,1,0
1333,94309,0,31,5,21,1,0.4,2,0,0,0,1,0
1334,95014,0,62,38,99,4,1.7,2,0,0,0,1,0
1335,94304,0,47,22,35,2,1.3,1,0,0,0,1,0
1336,94539,0,50,24,180,1,1.7,1,0,0,0,1,1
1337,93555,0,36,12,42,1,1.33,1,0,0,0,1,0
1338,92028,1,26,0,179,4,2.1,2,0,0,0,0,0
1339,90245,0,51,27,42,4,0.1,3,0,0,0,0,0
1340,94545,1,52,25,180,2,9,2,297,0,0,1,0
1341,94131,0,35,11,82,4,3.4,1,0,0,0,0,0
1342,91355,0,42,16,55,2,0.7,1,149,0,0,0,0
1343,90041,0,36,12,79,2,2.2,1,0,0,0,1,0
1344,92831,0,41,17,48,2,0.6,3,215,0,0,0,1
1345,93117,0,49,25,93,1,2.7,1,0,1,0,1,0
1346,92126,0,57,32,23,2,0.2,3,0,0,0,0,0
1347,95670,0,44,20,50,3,2.33,1,200,0,0,0,0
1348,91367,0,60,34,85,2,2,1,0,0,0,1,0
1349,95051,0,38,14,35,1,1.5,2,97,0,0,1,0
1350,93943,1,26,2,171,3,6,2,0,0,0,1,0
1351,90266,0,29,2,29,4,1.5,2,0,0,0,0,1
1352,94588,0,59,35,84,1,1.8,3,0,0,0,1,1
1353,90401,0,51,27,20,4,0.5,2,0,0,0,1,0
1354,94124,0,50,25,14,1,0.4,3,0,0,0,1,1
1355,91942,0,35,10,179,1,8.6,1,357,0,0,0,0
1356,91910,0,61,37,48,1,0.8,1,158,0,0,1,0
1357,90066,0,42,16,74,1,2.8,1,0,0,0,1,0
1358,95134,0,55,29,53,1,1.4,1,0,0,0,0,0
1359,92007,0,50,25,83,1,2.8,2,0,0,0,1,1
1360,90034,0,64,40,171,2,2.1,1,433,0,0,0,0
1361,92028,0,54,28,85,4,4.9,1,0,0,0,1,0
1362,95039,0,50,26,38,4,0.9,2,0,0,0,1,0
1363,92130,0,31,5,85,3,1.6,1,157,0,0,1,1
1364,92115,0,32,8,79,1,0.1,1,0,0,0,0,0
1365,92129,0,44,19,69,4,0.4,1,0,0,0,0,0
1366,94720,0,60,35,43,3,0.9,3,0,0,0,1,1
1367,91107,0,60,34,33,2,0.3,1,101,0,0,1,0
1368,95747,0,62,38,42,3,0.1,3,149,0,0,0,1
1369,94025,0,46,21,40,4,1.9,3,122,0,0,1,0
1370,91902,0,57,33,43,1,1.8,3,0,0,0,0,0
1371,94545,0,30,5,20,4,0.5,3,117,0,0,0,0
1372,95621,0,58,32,65,3,2.5,1,222,0,0,1,0
1373,95616,1,39,13,139,3,3.4,1,483,0,0,1,0
1374,92612,1,60,35,135,3,0.3,3,0,0,0,1,0
1375,94043,0,59,34,84,3,1.6,3,0,0,0,1,0
1376,92612,1,50,26,179,1,2.9,3,0,0,0,0,1
1377,92870,0,63,39,45,4,1.3,2,86,0,0,0,0
1378,93023,0,27,3,109,2,2.5,1,0,0,0,1,0
1379,93305,0,54,29,34,4,0.1,3,0,0,0,1,0
1380,95051,0,62,37,162,1,1.3,1,0,0,0,1,0
1381,92103,0,60,34,105,2,1.4,1,0,0,0,1,0
1382,91380,0,38,12,22,3,0.2,2,0,0,0,1,0
1383,91775,0,34,8,82,2,1.8,1,178,0,0,1,1
1384,95616,0,65,41,105,4,1.7,2,230,1,0,1,0
1385,91711,0,55,31,62,1,1.8,3,0,0,0,1,0
1386,95032,0,57,31,82,2,2,1,83,0,0,0,1
1387,95616,0,27,3,72,4,0,1,0,0,0,1,0
1388,95762,0,35,10,38,4,1.7,1,0,0,0,1,1
1389,90212,0,52,28,25,4,1,1,0,0,0,0,0
1390,94107,0,45,15,20,1,0.75,3,0,0,0,1,0
1391,94305,0,29,3,80,4,1.8,2,0,0,0,1,1
1392,91330,0,44,18,84,3,1.1,1,0,0,0,0,0
1393,90095,0,47,23,33,1,1,1,0,0,0,1,1
1394,95039,0,62,37,55,3,0.9,3,0,0,0,1,0
1395,90095,0,52,27,33,2,0.7,2,0,0,0,0,1
1396,92831,1,47,23,190,4,0.3,3,305,0,0,0,0
1397,91107,0,42,18,43,1,0.3,3,158,0,0,0,0
1398,95521,0,65,41,45,3,0.1,3,0,0,0,1,0
1399,93407,0,42,18,141,1,3.5,1,0,0,0,0,0
1400,92009,0,40,16,69,4,2.4,1,0,0,0,1,0
1401,90401,0,32,8,78,4,0.1,2,0,0,0,1,0
1402,94521,0,40,15,84,1,3.7,3,0,0,0,1,0
1403,95064,1,55,29,172,1,5.2,2,0,0,0,0,0
1404,93109,0,32,6,51,4,0.2,1,154,1,0,0,1
1405,92121,0,58,28,75,1,1.4,3,0,0,0,1,0
1406,91605,1,46,22,183,1,3.1,2,0,0,1,1,1
1407,92123,0,53,23,20,4,0.4,3,0,0,0,1,1
1408,94306,1,63,39,101,2,3.9,3,294,0,0,1,0
1409,90089,1,40,14,129,1,5.9,3,0,0,0,1,0
1410,90745,0,41,17,63,2,3.2,1,0,0,0,0,0
1411,92126,0,60,35,44,4,2.1,1,0,0,0,0,0
1412,91302,1,65,39,184,1,5.4,3,176,0,1,1,1
1413,95064,0,59,33,100,2,2,1,127,0,0,0,0
1414,90058,0,48,24,12,3,0.4,1,0,0,0,0,0
1415,94105,0,59,33,68,2,2.3,3,128,1,0,1,0
1416,94019,0,33,8,48,1,1,1,212,0,0,1,0
1417,93101,0,40,15,82,2,0.4,1,0,0,0,0,0
1418,94061,0,42,18,52,2,2.5,1,0,0,0,0,0
1419,92008,1,65,41,154,2,4.6,2,0,1,1,1,1
1420,91105,0,30,4,39,1,1.5,1,0,0,0,0,1
1421,91605,0,30,4,40,1,0.3,1,0,0,1,1,1
1422,94720,0,42,17,54,4,1.9,3,164,0,0,0,0
1423,94143,0,32,8,32,2,1,2,103,0,1,1,1
1424,90250,0,55,30,64,2,2.3,3,0,0,0,0,0
1425,94539,0,29,3,92,2,1.3,1,287,0,0,1,0
1426,91330,0,64,38,40,1,2.5,3,94,0,0,1,1
1427,96651,0,37,11,60,3,0.5,3,0,0,0,1,0
1428,95828,0,31,5,85,2,1.3,1,119,0,0,1,1
1429,94583,0,25,-1,21,4,0.4,1,90,0,0,1,0
1430,95064,0,31,5,35,1,0.6,3,171,0,0,0,0
1431,92660,0,32,7,52,2,0.1,1,0,0,0,1,0
1432,90058,0,58,34,128,1,7.4,1,0,0,0,0,0
1433,90245,0,26,2,195,1,6.33,1,0,0,0,0,0
1434,92647,0,51,25,68,2,1.5,2,117,0,0,0,1
1435,93106,0,65,41,55,2,1.1,1,0,0,0,0,0
1436,90266,0,43,17,55,1,0.2,1,0,0,0,1,0
1437,95054,0,46,21,80,4,0.4,1,0,0,0,1,1
1438,92007,0,28,3,123,1,0.8,1,146,0,0,0,0
1439,94105,0,63,37,90,4,1.9,2,106,1,0,1,0
1440,94025,0,59,29,61,1,1.4,3,0,0,0,0,0
1441,94610,0,42,15,41,3,2.5,2,0,0,0,1,0
1442,94720,0,58,33,43,2,1.6,3,0,0,0,1,0
1443,95822,0,39,13,71,3,0.1,1,162,1,0,1,0
1444,95051,0,36,12,25,4,1,1,0,0,0,1,0
1445,90740,1,60,33,154,1,3,2,0,1,1,1,0
1446,90095,0,47,21,141,1,2.4,1,0,0,0,0,0
1447,92661,0,29,4,22,2,0.9,3,110,0,0,0,0
1448,94131,0,52,28,145,2,6.8,1,0,0,0,1,0
1449,92122,0,41,16,49,3,0.5,3,0,0,0,1,0
1450,90740,0,63,37,109,1,2,1,0,0,0,1,0
1451,90086,0,59,34,80,3,0.5,1,0,0,0,1,1
1452,94555,0,44,20,82,4,1.4,2,201,0,0,1,1
1453,94102,0,54,28,52,4,2.5,1,0,0,0,1,0
1454,90232,0,29,5,85,3,2.5,1,0,0,0,1,1
1455,90024,0,51,25,148,1,1,1,0,0,0,0,0
1456,91330,0,63,39,160,2,2.1,1,0,0,0,0,1
1457,90095,0,36,11,39,4,1.7,1,0,0,0,1,0
1458,94304,0,42,16,25,2,0.8,3,0,0,0,0,1
1459,93033,0,51,25,33,1,1.4,3,0,0,0,1,1
1460,92115,0,47,20,38,3,2.5,2,0,0,0,0,0
1461,92677,0,40,16,85,4,0.2,3,0,0,0,1,1
1462,93022,0,54,28,48,1,0.2,1,0,0,0,1,0
1463,95207,0,47,21,15,4,0.6,3,77,0,0,1,0
1464,91343,0,35,10,94,1,0,1,174,0,0,1,0
1465,92333,0,28,4,120,2,0.6,1,0,0,0,1,0
1466,91911,0,45,19,60,1,0.7,3,159,0,0,1,0
1467,94303,0,33,9,145,2,4.33,1,277,0,0,0,1
1468,91107,0,62,36,29,2,0.7,3,0,0,0,0,0
1469,92129,0,45,18,78,3,2.67,2,0,0,0,1,0
1470,90005,0,59,35,59,4,1.2,2,0,0,0,1,0
1471,91116,0,58,28,80,2,4.5,3,0,0,0,0,1
1472,94305,0,52,26,180,1,1,1,0,0,0,1,1
1473,94710,0,34,8,8,3,0.1,2,83,0,0,1,0
1474,91711,0,65,35,23,1,1.5,3,0,0,0,1,0
1475,92124,0,48,23,79,2,3.8,3,0,0,0,1,0
1476,92064,0,44,19,78,2,3.8,3,268,0,0,0,0
1477,92028,0,61,37,64,1,0,2,0,0,0,0,1
1478,91320,0,40,14,64,4,0.2,3,0,0,0,1,1
1479,94803,1,65,39,160,4,3.8,1,237,0,0,1,0
1480,91304,0,28,4,43,1,1,3,102,0,0,0,0
1481,93943,0,67,42,32,1,1.1,3,0,0,0,0,1
1482,91125,0,35,9,179,2,0,1,76,1,0,1,0
1483,94143,0,60,35,8,1,0.1,1,0,0,0,1,0
1484,92717,0,58,32,63,1,1.6,1,0,1,0,1,0
1485,94126,0,55,30,40,2,2.3,3,0,1,0,1,0
1486,90245,0,34,9,99,4,2.2,2,155,0,0,1,0
1487,93022,1,35,9,141,2,4.5,2,0,0,0,0,0
1488,93907,0,28,4,159,1,1.5,1,0,0,0,1,1
1489,95825,0,38,12,39,2,0.3,1,174,0,0,1,0
1490,91604,0,62,38,99,4,1.7,2,0,0,0,0,0
1491,95020,0,30,4,18,4,0.3,2,0,0,0,1,1
1492,94553,0,38,12,38,2,0.3,1,0,0,0,1,1
1493,90024,0,33,8,133,1,0,1,0,0,0,1,0
1494,91380,0,58,34,84,2,2.8,1,0,0,0,1,1
1495,90089,0,59,35,60,1,0,2,0,0,0,1,1
1496,92647,1,52,28,178,3,5.4,3,147,0,0,1,0
1497,91330,0,36,12,18,1,0.5,3,0,0,0,0,1
1498,95020,0,45,21,73,1,0.8,3,0,0,0,1,0
1499,94022,0,49,23,125,1,7.3,1,0,0,0,0,0
1500,92173,1,52,26,91,1,4.3,2,0,0,1,1,1
1501,95014,0,54,28,74,2,1.1,1,0,0,0,1,0
1502,92130,0,30,4,35,2,0.3,2,0,1,0,0,1
1503,90036,0,65,39,113,1,2,1,0,0,0,1,1
1504,94720,0,34,8,52,4,2.2,2,0,0,0,0,0
1505,92028,1,30,6,191,2,4.4,2,0,0,0,1,0
1506,92109,0,51,25,18,1,0.3,3,93,0,0,0,1
1507,95138,0,52,27,25,2,0,1,0,0,0,1,1
1508,91006,0,43,18,50,4,1.9,3,0,0,0,0,0
1509,93940,0,35,10,75,4,0.7,3,0,0,0,1,1
1510,92647,0,56,26,92,2,4.5,3,0,1,0,0,1
1511,95747,0,57,32,33,2,2,2,0,0,0,1,0
1512,90266,0,58,32,65,3,2.2,3,0,0,0,0,0
1513,91604,0,53,28,44,3,1.7,1,0,0,0,0,0
1514,95211,0,45,21,183,2,1.4,1,354,0,0,0,0
1515,96150,0,44,20,175,2,1.4,1,0,0,0,1,1
1516,94305,0,54,28,28,4,1.5,3,0,0,0,1,1
1517,92130,0,41,17,49,4,2.2,2,0,0,0,0,0
1518,92697,0,52,26,45,4,1.8,1,0,0,0,1,0
1519,95053,1,43,17,64,4,3,3,221,0,0,1,0
1520,92115,0,63,38,22,3,0.1,3,90,0,0,1,0
1521,95039,0,54,30,120,1,7.4,1,119,0,0,1,1
1522,92354,0,33,8,175,2,6.7,1,102,0,0,1,0
1523,94720,0,25,-1,101,4,2.3,3,256,0,0,0,1
1524,92037,0,41,16,104,1,1,3,0,0,0,1,0
1525,94002,1,40,16,155,4,0.1,3,0,0,1,1,1
1526,95747,0,43,18,58,1,2.4,1,0,0,0,0,0
1527,94608,0,36,10,80,4,2.2,2,0,0,0,1,0
1528,94117,0,57,33,45,1,1.8,3,195,0,0,0,0
1529,94550,0,34,9,134,1,4.6,1,164,1,0,1,0
1530,91709,0,38,14,58,4,2,3,153,1,0,0,0
1531,94066,0,47,21,20,1,0.2,1,0,0,0,1,1
1532,90304,0,39,13,25,4,1.5,3,0,0,0,1,0
1533,94588,0,45,20,55,1,0.3,1,0,0,0,1,1
1534,93943,0,62,37,155,1,1.3,1,0,0,0,0,0
1535,92084,0,59,34,30,1,1.3,1,0,0,0,1,1
1536,92096,0,61,37,39,4,0.4,1,0,0,0,1,1
1537,95617,0,36,12,73,4,2,3,188,0,0,1,0
1538,94608,0,58,34,41,4,1.3,1,0,0,0,1,0
1539,95820,0,55,30,34,4,0.1,3,157,0,0,1,0
1540,90601,0,29,5,21,3,0.9,3,119,0,0,0,0
1541,91320,0,34,8,11,4,0.3,1,0,1,1,1,1
1542,92704,0,61,35,154,2,6.9,1,0,0,0,0,0
1543,92612,0,50,20,19,4,0.4,3,0,0,0,0,0
1544,93407,0,52,26,101,2,2.4,2,0,0,0,1,0
1545,92123,0,39,15,24,1,1,1,116,0,0,1,1
1546,92675,0,55,29,131,2,2.7,1,0,1,0,0,0
1547,95136,0,33,9,105,1,4,1,0,0,0,1,0
1548,94720,0,47,21,52,1,1.2,2,194,0,0,0,0
1549,92037,0,57,32,21,4,0.9,2,113,1,0,0,0
1550,94305,0,57,31,45,3,1.4,1,198,0,0,1,0
1551,93117,0,40,14,39,1,2,1,0,0,0,1,0
1552,94115,0,50,25,192,2,2.8,1,238,0,0,0,1
1553,94301,0,29,5,195,1,4.3,1,0,0,0,0,0
1554,95616,0,46,22,83,3,0.7,1,0,0,0,0,0
1555,91302,0,42,15,34,3,1,2,0,1,0,1,0
1556,93009,0,59,33,49,4,1.7,2,104,0,0,1,0
1557,94143,0,31,1,60,4,4,3,244,0,0,0,0
1558,94939,0,51,25,41,4,1.8,1,0,0,0,0,0
1559,91320,0,35,10,72,3,2.3,1,285,0,0,0,0
1560,92677,1,59,35,102,4,3,2,115,0,0,1,0
1561,95605,0,35,10,31,3,1.3,1,0,0,0,0,0
1562,93106,0,46,20,73,1,1.5,2,128,0,0,1,0
1563,91763,0,34,9,89,1,0,1,0,0,0,1,0
1564,92109,0,55,29,19,4,0.7,3,121,1,0,0,1
1565,94706,0,64,40,63,4,1.2,2,0,0,0,1,0
1566,95758,0,34,9,104,3,1.2,3,0,0,0,1,0
1567,95064,0,61,35,40,1,0.8,2,128,0,0,1,0
1568,94710,0,63,39,92,2,0,3,0,0,0,1,0
1569,92350,0,59,33,72,2,0.7,2,226,0,0,0,0
1570,94305,0,51,27,44,3,1.9,2,141,0,0,0,0
1571,94705,1,41,16,114,4,3.5,1,0,0,0,0,1
1572,95758,0,37,13,73,4,2.4,1,0,0,0,0,0
1573,91711,0,64,40,63,4,1.2,2,0,1,0,0,1
1574,92028,0,44,20,69,1,0.8,3,184,0,1,1,1
1575,92106,0,62,37,42,3,1.5,1,0,0,0,1,0
1576,90037,0,50,26,88,1,2.7,1,0,0,0,1,0
1577,92131,0,43,18,98,2,0.4,1,0,0,0,1,0
1578,92093,1,34,8,65,1,3,1,227,0,0,1,0
1579,94143,0,38,13,12,2,0.3,2,104,1,0,1,0
1580,94305,1,29,5,122,4,3,1,0,0,0,0,1
1581,92093,0,39,14,12,2,0,3,0,0,0,0,0
1582,94105,0,53,29,24,2,0.2,1,0,0,0,0,1
1583,92037,1,43,19,170,4,4.25,1,318,0,1,1,1
1584,92028,1,61,36,184,4,2.3,2,342,0,1,1,1
1585,93401,0,46,20,25,4,0.6,3,125,0,0,0,0
1586,90502,0,57,31,131,2,2.7,1,0,0,0,0,0
1587,94122,0,59,33,50,2,2.3,3,0,0,0,0,1
1588,94035,0,52,28,21,2,0.4,1,0,1,0,1,0
1589,95616,0,29,3,55,3,1.1,2,0,0,0,1,0
1590,90049,1,57,32,124,1,0.2,2,0,0,0,1,0
1591,95819,0,49,23,58,4,2.6,1,188,0,0,0,0
1592,95817,0,39,13,72,2,2.8,1,0,0,0,1,0
1593,90089,1,56,31,192,1,7,3,0,0,1,1,0
1594,91320,0,63,38,83,3,1.8,2,0,0,0,1,0
1595,90025,0,37,12,93,1,2.8,1,0,1,0,1,0
1596,94305,0,56,26,38,3,1,3,110,1,0,1,0
1597,92606,0,45,20,55,4,1.9,3,164,1,0,0,0
1598,92325,0,66,41,11,3,0.1,3,0,1,0,0,1
1599,94550,0,40,15,85,2,0.4,1,0,1,0,0,0
1600,93305,0,50,24,124,1,4.9,1,266,0,0,1,0
1601,92028,0,60,36,129,2,6,1,0,0,0,1,0
1602,93407,0,31,7,180,1,4.3,1,0,0,0,0,0
1603,90245,0,40,14,74,4,1.4,2,0,0,0,1,0
1604,92152,1,36,6,138,1,7,3,86,0,0,1,0
1605,90502,1,55,29,111,2,3.6,3,0,0,0,0,1
1606,93555,0,54,28,83,3,0.8,1,0,0,0,1,0
1607,90266,0,35,10,33,4,1.7,1,87,0,0,1,0
1608,92028,0,55,29,21,4,0.7,3,0,0,0,0,0
1609,94608,0,36,10,35,2,0.3,1,98,0,0,1,0
1610,93023,0,66,41,105,1,0.8,3,0,1,1,1,1
1611,94305,0,38,14,103,1,0.8,2,0,0,0,0,1
1612,92096,0,58,32,75,2,2.3,3,0,0,0,0,0
1613,94550,0,41,17,33,1,0.7,1,104,0,0,0,0
1614,94305,0,60,34,52,4,1.7,2,0,1,0,1,0
1615,94920,0,47,23,89,1,2.6,2,0,1,1,1,1
1616,93109,0,62,36,63,1,2.5,3,0,0,0,0,0
1617,94402,1,48,23,84,4,3.1,2,0,1,1,1,0
1618,91302,0,61,36,44,4,2.1,1,0,0,0,0,0
1619,94720,0,29,3,29,3,1,1,0,0,0,1,1
1620,90005,0,45,21,29,1,0.3,3,0,0,0,1,0
1621,94035,0,39,14,22,2,0.3,2,0,0,0,1,0
1622,92093,0,31,6,53,4,2.2,1,114,0,0,1,0
1623,94611,0,39,14,24,2,0.3,2,0,0,0,1,0
1624,90045,0,63,38,153,1,1.3,1,455,0,0,0,0
1625,90024,0,28,2,31,2,0.3,2,0,1,0,1,0
1626,94542,0,56,30,21,2,0.7,2,0,0,0,1,0
1627,93108,0,31,6,180,2,6.7,1,0,0,0,0,0
1628,91016,0,46,20,82,3,0.7,2,0,0,0,1,1
1629,95064,0,42,18,90,4,0.8,1,245,1,0,0,0
1630,93407,1,53,29,154,4,7.4,3,0,0,0,0,0
1631,92096,0,41,17,99,2,1.8,2,0,0,0,1,1
1632,91105,1,61,36,153,1,2.6,2,0,1,1,0,1
1633,95032,1,31,5,93,2,3.1,2,0,0,0,1,0
1634,92121,0,62,38,53,1,0,2,0,0,0,0,0
1635,95814,0,59,34,18,3,1.3,2,104,0,1,1,1
1636,91330,0,49,24,70,1,2.9,1,0,0,0,0,0
1637,92122,0,65,39,100,4,1.7,3,0,0,0,0,1
1638,94022,1,30,6,193,3,6.3,3,0,0,0,1,0
1639,95133,0,32,7,125,1,0,1,0,0,0,1,1
1640,94571,0,56,31,68,2,0,3,0,1,0,1,0
1641,90009,0,36,10,55,1,2,1,95,0,0,1,0
1642,92182,1,58,34,152,4,3.6,3,0,0,0,0,0
1643,95814,0,27,3,84,3,1.5,1,0,0,0,1,1
1644,91125,0,41,16,13,2,0,3,0,0,0,1,0
1645,91355,0,59,35,33,4,0.4,1,131,0,0,0,1
1646,92096,0,56,32,89,4,1,2,90,1,0,1,0
1647,91745,0,52,26,93,1,2.4,1,0,0,0,1,0
1648,90509,0,35,5,68,4,1.8,3,0,0,0,0,0
1649,93106,0,47,21,85,2,1.7,2,0,0,0,0,1
1650,95039,0,29,4,73,1,0.8,2,0,0,0,1,0
1651,92131,0,31,6,83,4,2.2,2,106,0,0,1,0
1652,94301,1,62,36,158,2,6.3,3,0,0,0,1,0
1653,92626,1,48,18,182,4,6,3,0,0,0,1,0
1654,96651,0,26,1,24,2,0.9,3,123,0,0,0,1
1655,94305,0,60,34,102,2,2,1,0,0,0,1,1
1656,91355,0,35,11,53,3,2.8,1,0,0,0,0,0
1657,92646,0,40,15,175,2,3.3,1,0,0,0,1,0
1658,94538,0,31,5,28,3,1,1,0,0,0,1,0
1659,92037,0,50,25,14,4,0.8,1,0,0,0,1,0
1660,95828,1,33,7,139,1,4,3,106,0,1,1,1
1661,95747,0,37,11,34,3,0.9,1,0,0,0,1,0
1662,92093,0,38,14,64,1,1.5,3,0,0,0,0,1
1663,94607,0,63,38,84,4,0.1,2,0,0,0,0,0
1664,95070,0,57,32,42,3,0.5,2,0,1,0,1,0
1665,91605,0,61,35,63,1,1.6,1,0,0,0,1,0
1666,92735,0,37,12,100,3,1.2,3,341,0,0,1,1
1667,95138,1,51,25,190,2,4.2,2,0,0,0,1,0
1668,90024,0,44,20,22,1,1,1,91,0,0,0,0
1669,90066,0,63,37,20,1,0.8,2,0,1,0,0,1
1670,95037,0,43,18,21,2,1.4,2,0,0,0,1,1
1671,95135,0,38,14,25,4,0.4,2,101,0,0,1,0
1672,92648,0,34,9,20,4,1.1,3,0,0,0,1,0
